GlucResp	GlucOsc	KClOsc	BaseOsc	BasePeaks	GlucPeaks	KClPeaks	KClResp	Cluster	Cell
0.991838122768237	0.0622982561036373	0.108467912306926	0.00492476332835078	0	16	2	1.25876100315562	3	Image26_Cell27
0.910884114124692	0.055675367647059	0.073000919117647	0.0112908088235295	0	22	3	1.32589285714286	3	Image26_Cell28
0.778024725656341	0.0704889668521655	0.0419705298814422	0.0387420275828696	1	19	4	1.40890394386644	7	Image26_Cell29
0.924914675767918	0.0340547990155866	0.0646635767022149	0.0113515996718622	0	19	4	1.47525293956795	3	Image26_Cell30
0.210482804232804	0.0833803377218088	0.0986561247853462	0.00339461934745276	0	13	3	1.23840870062965	1	Image26_Cell31
0.266176287245979	0.252046865769609	0.097193747948802	0.00462248112897935	0	4	2	1.24450278962914	1	Image26_Cell32
0.616648837887776	0.0557038789354671	0.0382964167681335	0.0082524265089581	0	22	3	1.31170638371891	3	Image26_Cell33
0.495479204339964	0.345869950389795	0.0795063075832742	0.0105074415308292	5	12	4	1.31278053390031	5	Image26_Cell34
0.616353419879868	0.257711903984324	0.0860653657740038	0.0036314500326584	0	5	2	1.2722077073808	9	Image26_Cell35
0.461590570383417	0.0804854884047787	0.0489685172171467	0.016149191848208	0	14	3	1.36753338018271	9	Image26_Cell36
0.343786295005807	0.213645243340677	0.0430556779491286	0.00831419987983175	2	10	4	1.18806328860405	4	Image26_Cell37
0.871256605989431	0.0897311731107205	0.148032007908612	0.00911968365553602	0	17	2	1.3365553602812	3	Image26_Cell38
0.73292630981116	0.350408984145625	0.0848816793893131	0.00551368173810926	0	11	2	1.34214131924056	9	Image26_Cell39
0.513595471545537	0.099761892071952	0.112479063957362	0.0597583610926049	1	17	1	1.395236508994	10	Image26_Cell40
0.991790112439765	0.177988086510264	0.0952440065982405	0.012499926686217	0	13	2	1.29692082111437	9	Image26_Cell41
0.890078287266337	0.0405302485207102	0.0386002366863906	0.00807095857988164	0	22	3	1.29325443786982	3	Image26_Cell42
0.718078719146097	0.358306590056285	0.0328578095684802	0.0104310506566604	0	10	3	1.32645403377111	9	Image26_Cell43
0.434987841510513	0.135217578947368	0.154725473684211	0.00423599999999997	0	15	2	1.23924812030075	9	Image26_Cell44
0.648500999333777	0.377278733031674	0.0376959276018101	0.00606968325791859	0	9	4	1.2014652014652	9	Image26_Cell45
0.851610692254969	0.0438137273593898	0.155468064823642	0.0299629361296473	1	13	3	1.08122020972355	6	Image26_Cell46
0.435963114754098	0.241201061007958	0.0652815915119363	0.00786525198938993	0	10	4	1.30627763041556	9	Image26_Cell47
0.738834951456311	0.285758004640371	0.063638283062645	0.00540556844547566	0	9	2	1.02320185614849	9	Image26_Cell48
0.885256727753013	0.0570555872291904	0.0490255416191562	0.00676214367160771	4	17	3	1.45381984036488	2	Image26_Cell49
0.429749755347407	0.265754471544715	0.0324300813008131	0.0111926829268293	0	8	4	1.0876887340302	1	Image26_Cell50
0.180110367500294	0.159231346777098	0.153625549153763	0.00480496939142959	0	9	2	1.28249909974793	1	Image26_Cell51
0.775743348982786	0.134645053272451	0.059236301369863	0.00865038051750379	0	14	2	1.40791476407915	9	Image26_Cell52
1.05776661514683	0.0447015075376884	0.0774434012166093	0.00862660671779944	0	22	4	1.34673366834171	3	Image26_Cell53
0.970043756311006	0.112542220744681	0.0653894946808511	0.00985771276595746	0	14	2	1.27792553191489	3	Image26_Cell54
0.616452991452991	0.2836708	0.05248404	0.00474431999999997	0	9	2	1.10226666666667	9	Image26_Cell55
0.485038898862956	0.320307880280356	0.0341231104375829	0.0056169729115362	0	10	3	0.98768706194355	1	Image26_Cell56
0.112093628088426	0.0332136320305051	0.115894375595806	0.0216713060057197	7	26	3	1.40927867810613	7	Image26_Cell57
1.0263253449528	0.249819836065574	0.0989557377049182	0.00555540983606564	0	9	2	1.16580796252927	9	Image26_Cell58
0.831597500400577	0.0768308807923594	0.0469376370711	0.0120621860629643	1	13	3	0.855854262469048	5	Image26_Cell59
0.963369397217929	0.0898774325012735	0.0783595262353541	0.0109514518593988	0	20	3	1.28986245542537	3	Image26_Cell60
0.761204013377926	0.0984257166035696	0.0451034342888048	0.0116266630611141	8	14	4	1.23309897241752	5	Image26_Cell61
0.384615384615385	0.153314318181818	0.056363305785124	0.0119465702479338	3	18	3	1.08553719008264	5	Image26_Cell62
0.0698648391395393	0.0409818493150685	0.068726198630137	0.0210349315068493	1	16	4	1.36545988258317	5	Image26_Cell63
0.561247216035635	0.0736065754633716	0.106647749338041	0.0752422771403354	5	14	3	2.33097969991174	6	Image26_Cell64
0.313825275657337	0.1644759375	0.11665546875	0.00860437499999997	0	8	3	1.34107142857143	1	Image26_Cell65
1.08605685554051	0.0580036973344799	0.070539294926913	0.00679896818572665	0	22	2	1.35998853539696	3	Image26_Cell66
0.783257918552036	0.111697731196054	0.118827373612824	0.00950618988902596	0	17	3	1.41208384710234	3	Image26_Cell67
1.13300492610837	0.0469629697372797	0.0795042401064183	0.00468397073495174	0	22	3	0.96242101762554	3	Image26_Cell68
0.0543312240890246	0.018325046641791	0.1042453125	0.00898964552238803	0	22	3	1.29454291044776	1	Image26_Cell69
0.836776859504132	0.222432693415243	0.0616208293338453	0.00967717412171238	0	10	3	1.0842772125168	9	Image26_Cell70
0.0651661307609861	0.0957597888916813	0.178850967579794	0.0666965066599648	4	13	3	1.42648906760493	10	Image26_Cell71
1.13265491550064	0.0616897258923289	0.101305639913232	0.00964815618221257	0	14	1	1.16268980477223	3	Image26_Cell72
0.684422110552764	0.0933522952853598	0.0863010545905707	0.00797096774193546	0	18	4	1.1883788254756	3	Image26_Cell73
0.273030563925958	0.137327358916479	0.144801715575621	0.0064703386004515	0	10	3	1.22407825432656	1	Image26_Cell74
0.572185204168802	0.299115361050328	0.117440087527352	0.0145989059080963	2	11	2	1.29518599562363	5	Image26_Cell75
0.603285521637857	0.376530876826722	0.13278400835073	0.0157855114822548	6	12	2	1.30501043841336	7	Image26_Cell76
1.13424303890835	0.0659683360927152	0.0398878311258278	0.00951171357615892	0	18	3	1.03352649006623	3	Image26_Cell77
0.316342499441091	0.122612594840668	0.264798209408194	0.0112488619119879	10	22	2	1.38937784522003	7	Image26_Cell78
1.0996295574186	0.0784454119388259	0.0623540453872718	0.0142628021706956	0	19	3	1.09003453379378	3	Image26_Cell79
0.465108458046074	0.0713271162528216	0.0872240688487585	0.0142235891647855	0	22	4	1.44977426636569	3	Image26_Cell80
0.323841841251106	0.260496398891967	0.0784716066481996	0.00616038781163432	2	8	4	1.17055797388207	2	Image26_Cell81
0.645960921551473	0.439354523721957	0.168489665318132	0.0114507539536594	1	7	2	1.25340198602427	7	Image26_Cell82
-0.282094594594594	0.133071710526316	0.141896710526316	0.218302631578947	9	24	4	1.53258145363409	10	Image26_Cell83
1.00376141859215	0.0731121967963386	0.0547917391304348	0.00949949656750571	0	16	3	1.11235697940503	3	Image26_Cell84
0.224100218731358	0.10192875	0.1074885	0.0135905	0	13	3	1.40611111111111	1	Image26_Cell85
0.824827219564062	0.0510804669703872	0.0332093394077448	0.00788018223234623	2	19	3	1.07441154138193	2	Image26_Cell86
0.900524392181789	0.36006	0.0740491603053434	0.0106708396946565	0	13	3	1.13107960741549	9	Image26_Cell87
0.86577419736998	0.157309873002868	0.0437309299467432	0.00971798443260961	0	9	4	1.32875870544859	9	Image26_Cell88
0.0599545172627661	0.0176862237044638	0.0960380964597228	0.0163550025654182	0	26	2	1.45356593124679	1	Image26_Cell89
0.833876221498371	0.168197163814181	0.0786611735941321	0.00833735941320292	8	16	2	1.41833740831296	5	Image26_Cell90
0.47978085050874	0.17999263029316	0.0765647801302931	0.00462809446254071	0	11	3	1.2171552660152	9	Image26_Cell91
0.903600654664485	0.0507021226415095	0.142199056603774	0.015152358490566	6	17	2	1.42190775681342	5	Image26_Cell92
0.896246566981996	0.0508936893203883	0.0556917475728156	0.00891067961165046	0	21	2	1.37725381414702	3	Image26_Cell93
0.636347642505278	0.466367307692308	0.0805358391608391	0.00666503496503495	0	8	3	1.29470529470529	9	Image26_Cell94
0.36124952088923	0.060647976054732	0.0511387115165336	0.0156374572405928	0	22	3	1.45781071835804	9	Image26_Cell95
0.786674238122279	0.0989430656934306	0.0838697080291969	0.010048905109489	0	21	2	1.41814389989572	3	Image26_Cell96
0.981242672919109	0.0435000661813368	0.0801317008603573	0.00784963600264721	1	20	4	1.02514890800794	2	Image26_Cell97
1.06045340050378	0.481299926470588	0.133815551470588	0.0218029411764705	7	14	3	1.46176470588235	7	Image26_Cell98
1.2021550714453	0.0822083996706011	0.0874990392533626	0.0236043919846281	7	21	2	1.11913258303596	6	Image26_Cell99
0.130070830650354	0.0326965292841649	0.0999656182212581	0.036448590021692	5	22	4	1.26572668112798	8	Image26_Cell100
0.115509897268855	0.0416577690362461	0.114767153694858	0.0154133745434111	6	26	3	1.29362180387749	5	Image26_Cell101
0.89559342852756	0.0474052757793765	0.03650206235012	0.00331836930455638	9	18	2	0.802078337330136	2	Image27_Cell2
1.2083737158364	0.0629774330900244	0.0694405109489051	0.0207419708029197	1	17	3	1.18937550689376	7	Image27_Cell3
0.991407592563662	0.07533795025729	0.0837618138936535	0.013668910806175	0	23	3	1.24056603773585	3	Image27_Cell4
0.920512424756907	0.101872538497433	0.0719507232851143	0.00899384041063926	3	20	3	1.27088194120392	2	Image27_Cell5
0.811371039384069	0.445409040469974	0.0756058257180156	0.00556458877284594	0	9	3	1.23645561357702	9	Image27_Cell6
0.225492249685798	0.102710240963855	0.109627639971651	0.0054288447909284	0	10	2	1.16524923222301	1	Image27_Cell7
0.630100076982294	0.435825337331334	0.120348125937031	0.100660569715142	4	14	2	1.33861640608267	10	Image27_Cell8
0.135367954713266	0.064930606060606	0.104616363636364	0.0213939393939394	5	11	3	1.18672438672439	5	Image27_Cell9
0.28479097909791	0.231171307526167	0.0448302375809934	0.00394111978734007	0	8	4	1.2425652101678	1	Image27_Cell10
0.432475419317525	0.170359320323015	0.151153364737551	0.0119725437415882	2	14	3	1.15898384925976	8	Image27_Cell12
0.0740661686232658	0.0353271329746349	0.136037951575711	0.0133901229823213	8	21	4	1.25807071483474	7	Image27_Cell13
0.721754481260185	0.170046104928458	0.0882219395866454	0.0161627980922098	1	10	3	1.35521235521236	5	Image27_Cell14
0.342440379717527	0.186563900904444	0.177818718049548	0.00991120723554855	0	11	2	1.23777690391926	1	Image27_Cell15
0.688043783328656	0.383854750123701	0.0660237506185055	0.0077027709054923	6	15	3	1.37135081642751	5	Image27_Cell16
0.933413678818921	0.0542280356479762	0.0626237467508356	0.00715699962866697	0	21	3	1.31711845525436	3	Image27_Cell17
-0.0093858396245664	0.0508217200060671	0.0671251478841195	0.0823042014257546	4	10	3	1.32837858334597	10	Image27_Cell18
0.711892247043364	0.248782741008725	0.156337156841881	0.214864992551607	3	12	4	1.51202383485848	10	Image27_Cell19
1.13454029108981	0.0983436283741369	0.0558418079096045	0.0083762711864407	0	16	2	1.24189160912325	3	Image27_Cell20
0.946789867771229	0.0912876854599406	0.0661285793768546	0.00934873887240352	0	17	4	1.32937685459941	3	Image27_Cell21
0.113520408163265	0.0827788253884646	0.0372895180405584	0.0308468264419278	4	18	4	1.45878324993416	7	Image27_Cell22
0.245886224729666	0.0818789569574129	0.110409974948759	0.0222845820997495	2	13	4	1.37622409473924	5	Image27_Cell23
0.793853342918764	0.0627432601880877	0.053236705614135	0.0152104873183243	0	20	3	1.32031917925335	3	Image27_Cell24
0.183149171270718	0.104666591744994	0.0518031467102574	0.0339295463833266	1	6	4	1.36493665713118	7	Image27_Cell25
0.733882030178327	0.139689414414414	0.0558386636636637	0.0152118618618618	0	14	3	1.40740740740741	9	Image27_Cell26
0.61129679144385	0.359427806341045	0.2223264781491	0.00656392459297342	0	9	2	1.22964867180806	1	Image27_Cell27
0.910033167495854	0.0658091425326518	0.0506547984099943	0.0106641680863146	0	18	3	1.09104675373841	3	Image27_Cell28
1.00329457364341	0.312676161175069	0.119037653830885	0.0141256053989678	3	10	2	1.18876538308853	7	Image27_Cell29
0.893004795766496	0.45426261928934	0.0895580710659898	0.011740385786802	3	7	2	1.05624365482233	7	Image27_Cell30
0.3208027133974	0.18335061906133	0.13713943276706	0.00597650446300028	0	14	3	1.18773394759574	1	Image27_Cell31
0.987436800980542	0.20173036384096	0.0853635033758439	0.00945393848462112	3	16	1	1.06151537884471	7	Image27_Cell32
1.07863123407354	0.0756428571428572	0.109440729483283	0.00836899696048629	0	19	2	1.28810247503257	3	Image27_Cell33
0.819996337667094	0.145921306376361	0.075760497667185	0.0118581648522551	8	19	4	1.03221506331926	7	Image27_Cell34
1.220367278798	0.116161544698966	0.15102503547537	0.00721313602270419	8	16	2	1.07581593350902	7	Image27_Cell36
1.57621589561091	0.232920581484315	0.132719357306809	0.0162590665646519	8	19	4	0.939046161693446	6	Image27_Cell37
0.904782116581777	0.169135387073864	0.101349609375	0.0126357954545454	4	11	2	1.09552556818182	7	Image27_Cell38
0.166448964359022	0.0919861313868613	0.0663743065693431	0.0183972262773722	2	20	3	1.27761557177616	5	Image27_Cell39
1.05677950922443	0.180298399288573	0.0370814806580702	0.00889955535793689	0	14	1	1.00244553134727	9	Image27_Cell40
0.199927100419173	0.163692450947788	0.0616311938809445	0.0182428333887595	0	10	4	1.4100432324576	1	Image27_Cell41
-0.0588588588588589	0.0233364813815434	0.0274703723691311	0.0434725310307609	5	9	4	1.31984169814715	8	Image27_Cell42
0.58679032460208	0.055496153120875	0.234425815576089	0.0522810107486328	2	21	1	1.44616254950028	6	Image27_Cell43
1.04062567890506	0.103852674788136	0.0852023834745762	0.0137423199152542	0	26	4	1.29104872881356	3	Image27_Cell44
0.0640291514836023	0.0287653503766263	0.0954332800730426	0.0128598036977859	0	13	3	1.38986532755079	1	Image27_Cell45
0.107343670131198	0.0468014966454499	0.0730715465336315	0.00892671598142096	0	21	3	1.31223120591777	1	Image27_Cell46
0.87826808687232	0.246563525835866	0.0542375379939211	0.00579392097264436	0	11	3	1.32479374728615	9	Image27_Cell47
0.592655642023346	0.0595782733812949	0.0902054676258993	0.0067044604316547	0	15	2	1.30914696813977	9	Image27_Cell48
1.01016292950476	0.0266107692307692	0.0361146153846153	0.010046923076923	0	23	2	1.23827838827839	3	Image27_Cell49
0.0607227488151658	0.119434856700232	0.136661037955074	0.0467020914020139	9	20	3	1.49031758326878	6	Image27_Cell50
0.180469060553862	0.133087384208205	0.0892699161887956	0.00490494044993384	0	10	2	1.30701367445964	1	Image27_Cell51
0.0683170216848973	0.0230042431918935	0.0834099430018998	0.00907650411652949	0	13	3	1.33839983111674	1	Image27_Cell52
0.463706931771755	0.319605467128028	0.0887507958477508	0.0140222837370242	1	7	3	1.38731257208766	5	Image27_Cell53
0.84706445055602	0.0291314781567921	0.0706845002992221	0.010942788749252	0	21	3	1.25374027528426	3	Image27_Cell54
0.714697120158888	0.238548502066116	0.0492668388429752	0.00995547520661154	0	8	2	1.31525482093664	9	Image27_Cell55
0.534846400733608	0.457316787803581	0.0340359333451515	0.00499368906222304	0	9	3	1.11451870235774	9	Image27_Cell56
1.12978190918842	0.0832314548960789	0.0527344332547675	0.0114363831154917	0	19	3	1.34240411399186	3	Image27_Cell57
0.609142195862867	0.0460628751974724	0.0327905213270141	0.0148338072669826	1	21	3	1.44365455502896	5	Image27_Cell58
1.01407428903076	0.189989931350114	0.0835446796338673	0.00706807780320367	0	12	2	1.32151029748284	9	Image27_Cell59
0.349709213345577	0.204853589108911	0.0537363861386138	0.00760173267326736	0	8	3	1.30321782178218	1	Image27_Cell60
0.319236578333104	0.269046783770411	0.0801454972785751	0.0146719445818902	1	7	2	1.42528451261752	5	Image27_Cell61
0.882505773672055	0.111214241218204	0.095436442291054	0.00692683855338296	0	14	3	1.2858626059872	3	Image27_Cell62
0.273654679928589	0.17980576691341	0.263391840247891	0.00791196419349291	0	9	2	1.28490273713204	1	Image27_Cell63
0.750547645125959	0.444151779661017	0.0907778389830508	0.006596313559322	0	9	3	1.23898305084746	9	Image27_Cell64
0.877783117091142	0.0419438210227272	0.079324715909091	0.0164967329545455	0	22	4	1.35606060606061	3	Image27_Cell65
0.792372056820393	0.0714167267210316	0.0538437132562108	0.00731037360136542	0	15	3	1.33699981035464	3	Image27_Cell66
0.884055982436883	0.0533196054628224	0.192693004552352	0.00809918057663124	0	20	2	1.27647951441578	3	Image27_Cell67
1.03925365252596	0.106319313682358	0.0652265728112626	0.0101101187857457	0	23	4	1.23075230972283	3	Image27_Cell68
0.851561543172076	0.0427510599498519	0.072828880784135	0.00709701390471855	0	22	2	1.34419876909049	3	Image27_Cell69
0.699654377880184	0.104939019963702	0.105835934664247	0.00867017543859653	0	21	2	1.38656987295826	3	Image27_Cell70
0.571833480956599	0.332985796766744	0.0743297344110855	0.00513602771362586	0	10	3	1.28868360277136	9	Image27_Cell71
0.60092899800929	0.199390346083789	0.161282635094111	0.00960194292653311	6	15	4	1.34588140052621	2	Image27_Cell72
0.109608745684695	0.0384950082281953	0.0573358749314318	0.0105725726823917	0	7	3	1.31194002559883	1	Image27_Cell73
0.619060190073917	0.114119675090253	0.141837184115523	0.0894606498194945	7	22	5	1.84167096441465	10	Image27_Cell74
0.875591615956728	0.195059051504334	0.0332658847526773	0.0204131565527793	0	17	4	1.72870984191739	5	Image27_Cell75
0.0523036253776435	0.0268368017262048	0.103081754974826	0.0138627187724766	0	10	3	1.39798609446176	1	Image27_Cell76
0.889424481449022	0.116211027892562	0.0804096074380164	0.0103383780991736	0	20	3	1.42897727272727	3	Image27_Cell77
1.10325292397661	0.096815108834827	0.0560008962868118	0.00790973111395647	0	14	3	1.17029449423816	3	Image27_Cell78
0.711855843718424	0.0655054091862905	0.0869372581021218	0.00691349965026813	0	18	3	1.37584518535789	3	Image27_Cell79
0.91674127126231	0.067375041205557	0.0986189074640923	0.00977461737697197	0	20	4	1.254532611255	3	Image27_Cell80
1.04213533297625	0.300020826446281	0.0754428099173554	0.00700165289256199	0	10	3	1.13506493506493	9	Image27_Cell81
0.637760158572844	0.0623807753705815	0.166686841505131	0.100417833523375	6	22	2	1.65222348916762	10	Image27_Cell82
0.0761398849048252	0.0304189614935823	0.0640095682613769	0.0126865810968495	1	14	4	1.28296382730455	8	Image27_Cell83
0.771223814773981	0.210793171996543	0.120132886776146	0.324198617113224	2	23	3	2.36560069144339	10	Image27_Cell84
1.0335512732278	0.151159688518653	0.112631419775444	0.055577363274176	3	14	3	1.24013038754075	10	Image27_Cell85
0.939922836670954	0.120239069111425	0.0941001410437235	0.0221658110014104	3	24	4	1.41777150916784	7	Image27_Cell86
0.352264251465104	0.27096095971564	0.0502104857819905	0.00644099526066353	0	13	3	1.38072669826224	1	Image27_Cell87
0.19961693977442	0.0940358761987795	0.0659220575414124	0.0513804272013949	6	21	2	1.37532693984307	8	Image27_Cell88
0.662459683073903	0.0841879991412623	0.0943733147273508	0.0206889222842422	0	17	2	1.56784027479605	3	Image27_Cell89
0.373316319296753	0.2905684110971	0.0345877679697352	0.00716683480453971	0	6	3	1.31651954602774	1	Image27_Cell90
0.109261630388391	0.0874676988463873	0.0972196721311475	0.0405081967213115	7	17	4	1.34567901234568	6	Image27_Cell91
0.205120481927711	0.134885055319149	0.0678841531914894	0.0903439659574469	2	8	2	1.34468085106383	10	Image27_Cell92
0.22401055408971	0.0650906505070492	0.0786588424437298	0.0135681919366806	0	18	4	1.32995300519416	1	Image27_Cell93
0.0692307692307692	0.0275509893048129	0.121105427807487	0.00832475935828873	0	14	3	1.37459893048128	1	Image27_Cell94
1.14717823792123	0.206606554989075	0.0743279679533867	0.0208766205389658	0	15	4	1.12017479970867	9	Image27_Cell95
0.219118709366723	0.0558864651985211	0.107602298665809	0.0047664362642662	0	15	2	1.24160102877351	1	Image27_Cell96
0.806943978530694	0.299829098873592	0.0666458698372966	0.0160816020025032	1	15	4	1.30037546933667	8	Image27_Cell97
0.853759621077561	0.11698640625	0.120203854166667	0.0149289583333333	1	16	2	1.28368055555556	5	Image27_Cell98
0.827195467422096	0.250420492721165	0.0897916573348264	0.0063642777155655	0	15	3	1.27808883911907	9	Image27_Cell99
0.941061543471182	0.0793856222112047	0.0957405304908279	0.0110257808626673	0	17	3	1.36812097174021	3	Image27_Cell100
0.118652464701511	0.0258909926470589	0.0597877527573529	0.0119234834558824	0	24	4	1.31778492647059	1	Image27_Cell101...201
0.0665713702266694	0.0231350769230769	0.0777143076923076	0.0153147692307693	0	12	3	1.32395604395604	1	Image27_Cell101...202
0.132093933463796	0.0832178017848755	0.100975575387506	0.0184541568811649	5	17	4	1.38210427430719	5	Image27_Cell102
0.0337883195345715	0.0161291038345541	0.0694669323567428	0.00926225764756575	0	4	2	1.28974579922447	1	Image27_Cell103
0.135321666255854	0.0497457159976034	0.109040832834032	0.0328677052127023	3	22	3	1.43978430197723	8	Image27_Cell104
0.0874645892351275	0.0443237086092715	0.0659245033112583	0.0100990728476821	0	15	4	1.28079470198675	1	Image27_Cell105
0.0722448979591837	0.0199291758483913	0.0558670339356545	0.00588074041427941	0	12	2	1.32877919788453	1	Image27_Cell106
1.04467194043741	0.161986198964922	0.102520212765958	0.0439067855089132	6	21	3	1.2906843013226	6	Image27_Cell107
1.05532201109803	0.0511647484554281	0.115153398058252	0.0418739629302736	1	17	2	1.13645189761695	6	Image27_Cell108
0.0576049427584954	0.0313485074626866	0.12070013568521	0.0231341926729986	3	25	5	1.31230212573496	8	Image27_Cell109
0.778137413564808	0.0590810526315789	0.0371578947368421	0.0130052631578947	0	20	4	1.44285714285714	3	Image27_Cell110
0.19503091099965	0.0706706	0.0417599000000002	0.00420070000000002	0	14	3	1.34433333333333	1	Image27_Cell111
0.949551423742036	0.0435503923647933	0.109111813361612	0.00660330858960769	0	23	3	1.27741251325557	3	Image28_Cell1
0.684230477634572	0.162900770152319	0.0729501112442237	0.00405983227793939	0	14	3	1.29334246106452	9	Image28_Cell2
0.649025465926874	0.191224195512263	0.0943871281962081	0.00773664985214821	0	11	3	1.2657853539746	9	Image28_Cell3
0.399773338999858	0.208358969607116	0.0795885470719051	0.00348028169014087	0	8	3	1.17593278972078	1	Image28_Cell4
0.26607479149852	0.132318064516129	0.172172903225806	0.118425806451613	6	24	3	1.55299539170507	10	Image28_Cell5
0.270359380151665	0.143171298701299	0.121991298701299	0.00715168831168829	1	7	2	1.26437847866419	2	Image28_Cell6
0.71203086636268	0.122147861195984	0.0571101920558708	0.00905997381056306	0	13	2	1.29375818419904	9	Image28_Cell7
0.330629113730292	0.13405827881228	0.103466129843986	0.00422818319073976	3	10	1	1.26270759939607	2	Image28_Cell8
0.731762917933131	0.284933270712004	0.0686569415743002	0.0155975201953785	5	12	3	0.984031561149728	7	Image28_Cell9
0.459907719166978	0.364210912052117	0.105305917480999	0.00536590662323562	0	8	4	1.28013029315961	9	Image28_Cell10
1.0334679746105	0.101258776418243	0.0423835595105673	0.00593699666295883	0	16	3	1.36618464961068	3	Image28_Cell11
0.0916009785267736	0.0182010609275538	0.104936980903304	0.0107858138829948	0	5	4	1.50530463776902	1	Image28_Cell12
1.01693693693694	0.245916894664843	0.113578112175103	0.0145352941176471	0	11	2	1.38782489740082	9	Image28_Cell13
0.675364238410596	0.403331866892273	0.155395657078398	0.00501725888324872	0	10	2	1.29610829103215	9	Image28_Cell14
0.656797882897784	0.125027055361413	0.132798638955306	0.00981673717123419	4	16	3	1.3246275519588	2	Image28_Cell15
0.642186262306213	0.144058902733119	0.0467781752411574	0.00476720257234732	2	12	3	1.34706591639871	2	Image28_Cell16
0.0389132340052585	0.0254992628992629	0.103818427518427	0.00764977886977884	0	5	3	1.45380835380835	1	Image28_Cell17
1.12278761061947	0.212329923939151	0.0385784627702163	0.00563839071257001	0	11	2	1.23959167333867	9	Image28_Cell18
0.631507019505528	0.312254911008569	0.0617342781806199	0.0133567567567567	1	10	2	1.4497912546693	5	Image28_Cell19
0.151007497656982	0.114523778501629	0.0960114006514657	0.0310456026058632	1	12	3	1.32371645726695	7	Image28_Cell20
0.403915881073242	0.212070196140966	0.0923226439164407	0.00756549194705784	0	6	2	1.32339339818211	1	Image28_Cell21
0.597517962116264	0.153111329676565	0.0520185927747304	0.00981482882542085	0	15	3	1.36882920370721	9	Image28_Cell22
0.278850628199162	0.232954964539007	0.150212765957447	0.00375531914893617	0	7	1	1.29263762242486	1	Image28_Cell23
1.04222821203953	0.0731251094890509	0.0663227737226275	0.00371036496350358	2	15	2	1.15683003128259	2	Image28_Cell24
0.803306035790113	0.0594404796511628	0.0571059593023253	0.00969723837209305	0	20	4	1.42417635658915	3	Image28_Cell25
