"","diff","lwr","upr","p adj"
"KO:KClPeaks-No Cre:KClPeaks",0.112831031550079,-0.223842896890779,0.449504959990936,0.999952887708673
"No Cre:KClResp-No Cre:KClPeaks",-1.30565177215312,-1.67685936936217,-0.934444174944066,0
"HET:KClResp-No Cre:KClPeaks",-1.30106225809303,-1.62862938706559,-0.973495129120467,0
"KO:KClResp-No Cre:KClPeaks",-1.3144041459458,-1.65107807438665,-0.97773021750494,0
"KO:KClPeaks-HET:KClPeaks",0.185307843088837,-0.102536694551548,0.473152380729222,0.789512805948253
"No Cre:KClResp-HET:KClPeaks",-1.23317496061436,-1.56074208958692,-0.905607831641801,0
"HET:KClResp-HET:KClPeaks",-1.22858544655427,-1.50572326017943,-0.95144763292911,0
"KO:KClResp-HET:KClPeaks",-1.24192733440704,-1.52977187204742,-0.954082796766654,0
"No Cre:KClResp-KO:KClPeaks",-1.4184828037032,-1.75515673214405,-1.08180887526234,0
"HET:KClResp-KO:KClPeaks",-1.41389328964311,-1.70173782728349,-1.12604875200272,0
"KO:KClResp-KO:KClPeaks",-1.42723517749588,-1.72540222456493,-1.12906813042682,0
"HET:KClResp-No Cre:KClResp",0.00458951406009178,-0.322977614912467,0.332156643032651,1
"KO:KClResp-No Cre:KClResp",-0.0087523737926789,-0.345426302233536,0.327921554648179,1
"KO:KClResp-HET:KClResp",-0.0133418878527707,-0.301186425493156,0.274502649787615,1
